1.0,1.0
2.0,1.0
3.0,1.0001
4.0,1.00173
5.0,1.00968
6.0,1.03069
7.0,1.07059
8.0,1.13288
9.0,1.21889
10.0,1.32837
11.0,1.46008
12.0,1.61227
13.0,1.78296
14.0,1.9702
15.0,2.17212
16.0,2.38702
17.0,2.61339
18.0,2.8499
19.0,3.0954
20.0,3.34892
21.0,3.6096
22.0,3.87674
23.0,4.14975
24.0,4.42811
25.0,4.71142
26.0,4.99932
27.0,5.29153
28.0,5.58781
29.0,5.88797
30.0,6.19184
31.0,6.49932
32.0,6.81028
33.0,7.12466
34.0,7.44239
35.0,7.76341
36.0,8.0877
37.0,8.41522
38.0,8.74595
39.0,9.07986
40.0,9.41696
41.0,9.75723
42.0,10.10067
43.0,10.44726
44.0,10.79701
45.0,11.14991
46.0,11.50596
47.0,11.86515
48.0,12.22749
49.0,12.59296
50.0,12.96157
51.0,13.33331
52.0,13.70817
53.0,14.08615
54.0,14.46724
55.0,14.85143
56.0,15.23872
57.0,15.62909
58.0,16.02254
59.0,16.41906
60.0,16.81863
61.0,17.22124
62.0,17.62689
63.0,18.03555
64.0,18.44722
65.0,18.86189
66.0,19.27954
67.0,19.70016
68.0,20.12373
69.0,20.55024
70.0,20.97967
71.0,21.41202
72.0,21.84727
73.0,22.2854
74.0,22.7264
75.0,23.17025
76.0,23.61694
77.0,24.06646
78.0,24.51879
79.0,24.97392
80.0,25.43182
81.0,25.8925
82.0,26.35593
83.0,26.8221
84.0,27.291
85.0,27.76261
86.0,28.23691
87.0,28.7139
88.0,29.19357
89.0,29.67589
90.0,30.16085
91.0,30.64845
92.0,31.13866
93.0,31.63148
94.0,32.1269
95.0,32.62489
96.0,33.12545
97.0,33.62857
98.0,34.13423
99.0,34.64242
100.0,35.15313
101.0,35.66635
102.0,36.18207
103.0,36.70027
104.0,37.22095
105.0,37.74409
106.0,38.26968
107.0,38.79771
108.0,39.32817
109.0,39.86105
110.0,40.39634
111.0,40.93403
112.0,41.47411
113.0,42.01656
114.0,42.56139
115.0,43.10857
116.0,43.6581
117.0,44.20997
118.0,44.76418
119.0,45.3207
120.0,45.87953
121.0,46.44067
122.0,47.0041
123.0,47.56981
124.0,48.1378
125.0,48.70806
126.0,49.28057
127.0,49.85533
128.0,50.43234
129.0,51.01158
130.0,51.59304
131.0,52.17672
132.0,52.7626
133.0,53.35069
134.0,53.94097
135.0,54.53344
136.0,55.12808
137.0,55.72489
138.0,56.32386
139.0,56.92499
140.0,57.52827
141.0,58.13368
142.0,58.74123
143.0,59.3509
144.0,59.9627
145.0,60.5766
146.0,61.19261
147.0,61.81071
148.0,62.43091
149.0,63.05319
150.0,63.67755
151.0,64.30398
152.0,64.93248
153.0,65.56303
154.0,66.19564
155.0,66.83029
156.0,67.46698
157.0,68.1057
158.0,68.74645
159.0,69.38922
160.0,70.03401
161.0,70.6808
162.0,71.3296
163.0,71.98039
164.0,72.63318
165.0,73.28795
166.0,73.9447
167.0,74.60343
168.0,75.26412
169.0,75.92678
170.0,76.5914
171.0,77.25797
172.0,77.92648
173.0,78.59694
174.0,79.26933
175.0,79.94366
176.0,80.61991
177.0,81.29808
178.0,81.97817
179.0,82.66017
180.0,83.34408
181.0,84.02988
182.0,84.71758
183.0,85.40718
184.0,86.09866
185.0,86.79202
186.0,87.48726
187.0,88.18437
188.0,88.88335
189.0,89.58419
190.0,90.28689
191.0,90.99145
192.0,91.69785
193.0,92.4061
194.0,93.11619
195.0,93.82812
196.0,94.54188
197.0,95.25746
198.0,95.97487
199.0,96.6941
200.0,97.41515
201.0,98.138
202.0,98.86266
203.0,99.58913
204.0,100.3174
205.0,101.04746
206.0,101.77931
207.0,102.51294
208.0,103.24837
209.0,103.98557
210.0,104.72454
211.0,105.46529
212.0,106.20781
213.0,106.95209
214.0,107.69813
215.0,108.44593
216.0,109.19549
217.0,109.94679
218.0,110.69984
219.0,111.45464
220.0,112.21117
221.0,112.96944
222.0,113.72944
223.0,114.49117
224.0,115.25463
225.0,116.01981
226.0,116.78671
227.0,117.55533
228.0,118.32566
229.0,119.0977
230.0,119.87145
231.0,120.6469
232.0,121.42406
233.0,122.20291
234.0,122.98345
235.0,123.76569
236.0,124.54961
237.0,125.33523
238.0,126.12252
239.0,126.9115
240.0,127.70215
241.0,128.49447
242.0,129.28847
243.0,130.08414
244.0,130.88147
245.0,131.68047
246.0,132.48113
247.0,133.28345
248.0,134.08742
249.0,134.89305
250.0,135.70032
251.0,136.50925
252.0,137.31982
253.0,138.13203
254.0,138.94589
255.0,139.76138
256.0,140.57851
257.0,141.39727
258.0,142.21767
259.0,143.03969
260.0,143.86334
261.0,144.68862
262.0,145.51551
263.0,146.34403
264.0,147.17417
265.0,148.00592
266.0,148.83928
267.0,149.67426
268.0,150.51085
269.0,151.34904
270.0,152.18884
271.0,153.03025
272.0,153.87325
273.0,154.71786
274.0,155.56406
275.0,156.41186
276.0,157.26125
277.0,158.11224
278.0,158.96482
279.0,159.81898
280.0,160.67474
281.0,161.53208
282.0,162.391
283.0,163.2515
284.0,164.11359
285.0,164.97725
286.0,165.84249
287.0,166.70931
288.0,167.5777
289.0,168.44766
290.0,169.31919
291.0,170.1923
292.0,171.06697
293.0,171.94321
294.0,172.82101
295.0,173.70038
